product_id,name,price,original_price,discount,rating,review_count,sold_count,brand,category
274638430,"Điện thoại Xiaomi Redmi 13R 5G 6GB/128GB Dimensity 6100+ , Màn 90Hz , Rom quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3590000,3590000,0,5.0,6,24,Xiaomi,1789
276529979,Máy đọc sách Kindle Scribe 2024 Kèm bút Premium - Hàng chính hãng,12290000,12290000,0,0.0,0,1,Kindle,1789
277944451,Điện Thoại Realme C75x 6GB/128GB - Hàng Chính Hãng,3939000,4690000,16,0.0,0,1,Realme,1789
273668660,Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,2590000,3290000,21,4.8,5,793,OPPO,1789
277005407,Điện Thoại Oppo Reno13 F 8GB/256GB - Hàng Chính Hãng,7969000,8990000,11,4.5,2,2,OPPO,1789
275627388,Điện Thoại Oppo A79 5G 8GB/256GB - Hàng Chính Hãng,5930000,7490000,21,0.0,0,1,OPPO,1789
274524050,"Điện thoại Masstel izi T2 4G(LTE), Màn hình 2.4 inch, Đèn pin siêu sáng, Loa to - Hàng chính hãng",499000,559000,11,5.0,3,9,Masstel,1789
277174952,Điện Thoại Xiaomi Redmi Note 14 Pro 8GB/256GB - Hàng Chính Hãng,6739000,7990000,16,0.0,0,1,Xiaomi,1789
273412211,"Điện thoại Xiaomi Redmi 13C (4+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",3290000,3290000,0,0.0,0,9,Xiaomi,1789
277357126,Điện Thoại Realme Note 50 4GB/128GB - Hàng Chính Hãng,2429000,2890000,16,0.0,0,1,Realme,1789
21317020,Điện thoại bàn không dây Panasonic KX-TGF310 - Hàng Chính Hãng,2590000,2590000,0,0.0,0,7,Panasonic,1789
277553639,"Điện thoại Samsung Galaxy A06 5G (4/128GB), Màn Hình Cực Đại HD+ 6.7”, 5G Kết nối cực nhanh - Hàng chính hãng",2790000,3920000,29,5.0,1,536,Samsung,1789
271329051,"Máy tính bảng Kindle Fire MAX 11, màn hình 11 inch, RAM 4GB, CPU Octa-core 2.2Ghz, bộ nhớ 64/128GB - Hàng chính hãng",4900000,4900000,0,5.0,2,4,Kindle,1789
276451993,"Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG",3590000,3590000,0,0.0,0,2,X eXtreme,1789
273373420,Điện thoại Xiaomi Redmi 13C (4GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,3090000,3090000,0,4.0,2,7,Xiaomi,1789
274560616,"Máy tính bảng học tập thông minh Nexta Edutab Kid cho bé từ 5-8 tuổi - quản lý thời gian cho trẻ - 1 đổi 1 trong vòng 30 ngày, bảo hành 12 tháng",2990000,2990000,0,5.0,3,6,Nexta,1789
272850971,"Điện thoại Libero 5G III - 4/64GB Dimensity 700 ,Màn OLED ,Kháng nước IP57 - Hàng nhập khẩu nhật",2990000,2990000,0,5.0,4,11,Tecno,1789
270794184,"Máy đọc sách Kobo Clara (Clara Colour, Clara BW, Clara 2e, Clara HD) - 6inch, 16gb - Hàng Chính Hãng",5500000,5500000,0,5.0,20,47,Kobo,1789
276500411,"Combo Máy đọc sách Kindle Paperwhite 6 12th Kids 16Gb kèm Cover Amazon, Không quảng cáo - Hàng chính hãng",4890000,4890000,0,0.0,0,1,Kindle,1789
230157205,Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2599000,4190000,38,5.0,30,78,Xiaomi,1789
277356914,Điện Thoại Realme Note 60 4GB/128GB - Hàng Chính Hãng,2479000,3390000,27,0.0,0,2,Realme,1789
276104423,Điện thoại Masstel izi S1 4G - Hàng chính hãng,509000,629000,19,0.0,0,2,Masstel,1789
274516245,"Điện thoại Masstel Fami 60S 4G(LTE) ,Bàn phím lớn, Khung viền kim loại - Hàng chính hãng",689000,699000,1,0.0,0,2,Masstel,1789
